,0,1,2,3,4,5,6,7,8
246,Mercedes-Benz,Maybach GLS 600,2021,298763,без пробега,Киев ( від ),"Бензин, 4.0 л.",Автомат,False
247,Land Rover,Range Rover,2021,227060,без пробега,Киев ( від ),"Бензин, 5.0 л.",Автомат,False
248,Renault,Megane,2011,6300,198 тис. км,Львів ( від ),"Дизель, 1.5 л.",Ручна / Механіка,False
249,Mitsubishi,Outlander,2021,29967,без пробега,Харьков ( від ),"Бензин, 2.4 л.",Вариатор,False
250,Porsche,Cayenne,2004,9955,230 тис. км,Дніпро (Дніпропетровськ) ( від ),"Газ / Бензин, 3.2 л.",Автомат,False
251,Ford,Focus,2015,8700,112 тис. км,Одеса ( від ),"Бензин, 2 л.",Автомат,True
252,Mercedes-Benz,GLS 400,2021,124500,2 тис. км,Київ ( від ),Дизель,Типтронік,False
253,BMW,528,2009,10800,281 тис. км,Стрий ( від ),"Бензин, 3 л.",Автомат,True
254,Audi,Q5,2015,23500,110 тис. км,Одеса ( від ),"Бензин, 2 л.",Автомат,True
255,Audi,Q8,2020,87000,15 тис. км,Київ ( від ),"Дизель, 3 л.",Автомат,False
256,Ford,F-150,2019,69500,23 тис. км,Київ ( від ),"Бензин, 5 л.",Автомат,True
257,Volvo,S60,2016,12950,69 тис. км,Харків ( від ),"Бензин, 2 л.",Автомат,True
258,Land Rover,Range Rover,2007,16600,142 тис. км,Київ ( від ),"Бензин, 4.2 л.",Автомат,False
259,Lexus,IS 250,2015,22900,120 тис. км,Київ ( від ),"Бензин, 2.5 л.",Автомат,True
260,Mercedes-Benz,GLS 400,2021,124000,2 тис. км,Київ ( від ),"Дизель, 3 л.",Типтронік,False
261,Tesla,Model 3,2018,43900,22 тис. км,Київ ( від ),Електро,Автомат,True
262,Mercedes-Benz,G 63 AMG,2020,255000,2 тис. км,Київ ( від ),Бензин,Типтронік,False
263,Volkswagen,Passat B7,2011,11200,143 тис. км,Чернігів ( від ),"Бензин, 1.8 л.",Ручна / Механіка,False
264,BMW,320,2015,14800,91 тис. км,Київ ( від ),"Бензин, 2 л.",Автомат,False
265,Skoda,Octavia,2020,25127,без пробега,Ивано-Франковск ( від ),"Бензин, 1.5 л.",Механическая,False
266,Mercedes-Benz,E-Class,2020,75392,без пробега,Хмельницкий ( від ),"Дизель, 2.0 л.",Автомат,False
267,Porsche,Cayenne,2021,101639,без пробега,Киев ( від ),"Бензин, 0.0 л.",Типтроник,False
268,Renault,Sandero StepWay,2020,15148,без пробега,Кропивницкий (Кировоград) ( від ),"Дизель, 1.5 л.",Механическая,False
269,Kia,Sportage,2021,19739,без пробега,Львов ( від ),"Бензин, 1.6 л.",Механическая,False
270,BMW,X5,2021,71080,без пробега,Николаев ( від ),"Дизель, 2.0 л.",Автомат,False
271,Volkswagen,T-Roc,2020,28004,без пробега,Киев ( від ),"Бензин, 1.5 л.",Автомат,False
272,Volvo,V90,2020,70855,без пробега,Киев ( від ),"Гибрид, 2.0 л.",Автомат,False
273,Audi,Q5,2020,71357,без пробега,Запорожье ( від ),"Дизель, 2.0 л.",Автомат,False
274,Ford,Fiesta Active,2020,19718,без пробега,Полтава ( від ),"Бензин, 1.0 л.",Автомат,False
275,Peugeot,301,2020,15892,без пробега,Ивано-Франковск ( від ),"Бензин, 1.6 л.",Автомат,False
276,Renault,Megane,2020,17597,без пробега,Херсон ( від ),"Бензин, 1.6 л.",Механическая,False
277,Nissan,X-Trail,2020,23898,без пробега,Киев ( від ),"Бензин, 2.0 л.",Механическая,False
278,Mercedes-Benz,GLA-Class,2019,69232,без пробега,Киев ( від ),"Бензин, 2.0 л.",Автомат,False
279,Subaru,XV,2021,36362,без пробега,Киев ( від ),"Бензин, 2.0 л.",Вариатор,False
280,Citroen,C5 Aircross,2021,29340,без пробега,Винница ( від ),"Дизель, 1.5 л.",Автомат,False
281,Skoda,Superb,2021,37700,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 2.0 л.",Роботизированная,False
282,Ford,Kuga,2019,29456,без пробега,Ивано-Франковск ( від ),"Дизель, 2.0 л.",Автомат,False
283,Kia,Rio X,2021,17320,без пробега,Николаев ( від ),"Бензин, 1.6 л.",Механическая,False
284,JAC,J7,2021,17849,без пробега,Сумы ( від ),"Бензин, 1.5 л.",Механическая,False
285,Suzuki,Vitara,2021,21605,без пробега,Харьков ( від ),"Бензин, 1.6 л.",Автомат,False
286,Land Rover,Range Rover Velar,2021,94875,без пробега,Чубинское ( від ),"Дизель, 2.0 л.",Автомат,False
287,Haval,Jolion,2021,18138,без пробега,Луцк ( від ),"Бензин, 1.5 л.",Механическая,False
288,Nissan,X-Trail,2020,27978,без пробега,Николаев ( від ),"Дизель, 1.6 л.",Вариатор,False
289,Nissan,X-Trail,2021,27909,без пробега,Белая Церковь ( від ),"Дизель, 1.6 л.",Механическая,False
290,Honda,Civic,2021,26277,без пробега,Одесса ( від ),"Бензин, 1.6 л.",Вариатор,False
291,Citroen,C3,2021,14688,без пробега,Киев ( від ),"Бензин, 1.2 л.",Механическая,False
292,Nissan,Qashqai,2020,23793,без пробега,Одесса ( від ),"Дизель, 1.6 л.",Вариатор,False
293,Volkswagen,Golf,2021,42600,без пробега,Полтава ( від ),"Бензин, 2.0 л.",Автомат,False
294,Chery,Tiggo 4,2021,14400,без пробега,Киев ( від ),"Бензин, 1.5 л.",Механическая,False
295,Renault,Arkana,2020,24381,без пробега,Житомир ( від ),"Бензин, 1.3 л.",Вариатор,False
296,Chery,TIggo 8,2020,20500,без пробега,Хмельницкий ( від ),"Бензин, 1.5 л.",Механическая,False
297,Mazda,CX-30,2021,27613,без пробега,Днепр (Днепропетровск) ( від ),"Гибрид, 2.0 л.",Автомат,False
298,Citroen,C3,2020,14416,без пробега,Харьков ( від ),"Бензин, 1.2 л.",Механическая,False
299,Mitsubishi,Eclipse Cross,2021,23470,без пробега,Черкассы ( від ),"Бензин, 2.0 л.",Вариатор,False
300,Chery,Tiggo 2,2020,13000,без пробега,Киев ( від ),"Бензин, 1.5 л.",Механическая,False
301,Porsche,Cayenne Coupe,2021,123664,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 3.0 л.",Типтроник,False
302,Lexus,ES 250,2021,49634,без пробега,Одесса ( від ),"Бензин, 2.5 л.",Автомат,False
303,Renault,Kadjar,2021,29455,без пробега,Херсон ( від ),"Дизель, 1.5 л.",Автомат,False
304,BMW,X5,2021,99673,без пробега,Ивано-Франковск ( від ),"Дизель, 3.0 л.",Автомат,False
305,Citroen,C-Elysee,2020,13688,без пробега,Черкассы ( від ),"Бензин, 1.6 л.",Механическая,False
306,Lexus,NX 300h,2021,53285,без пробега,Днепр (Днепропетровск) ( від ),"Гибрид, 2.5 л.",Вариатор,False
307,Nissan,Qashqai,2021,22612,без пробега,Хмельницкий ( від ),"Бензин, 2.0 л.",Вариатор,False
308,FAW,X80,2020,16422,без пробега,Чернигов ( від ),"Бензин, 2.0 л.",Механическая,False
309,Mercedes-Benz,Maybach GLS 600,2021,328639,без пробега,Киев ( від ),"Бензин, 4.0 л.",Автомат,False
310,Mercedes-Benz,G 63 AMG,2020,274862,без пробега,Киев ( від ),"Бензин, 4.0 л.",Автомат,False
311,Mitsubishi,Outlander,2020,31391,без пробега,Винница ( від ),"Бензин, 2.4 л.",Вариатор,False
312,Porsche,Cayenne,2020,113996,без пробега,Одесса ( від ),"Бензин, 0.0 л.",Типтроник,False
313,Mitsubishi,Outlander,2021,21864,без пробега,Киев ( від ),"Бензин, 2.0 л.",Вариатор,False
314,Mercedes-Benz,GLE 300,2021,83562,без пробега,Днепр (Днепропетровск) ( від ),"Дизель, 2.0 л.",Автомат,False
315,Mitsubishi,Outlander,2021,21864,без пробега,Черновцы ( від ),"Бензин, 2.0 л.",Вариатор,False
316,Peugeot,2008,2021,22139,без пробега,Киев ( від ),"Бензин, 1.2 л.",Автомат,False
317,Renault,Logan,2021,15110,без пробега,Черновцы ( від ),"Дизель, 1.5 л.",Механическая,False
318,Mercedes-Benz,C 200,2020,54301,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 1.6 л.",Автомат,False
319,Suzuki,SX4,2021,22080,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 1.6 л.",Автомат,False
320,Mercedes-Benz,GLS 580,2021,170892,без пробега,Киев ( від ),"Бензин, 4.0 л.",Автомат,False
321,Volkswagen,Touareg,2021,71500,без пробега,Хмельницкий ( від ),"Дизель, 3.0 л.",Автомат,False
322,Skoda,Kodiaq,2021,36879,без пробега,Львов ( від ),"Дизель, 2.0 л.",Роботизированная,False
323,Opel,Insignia,2019,34464,без пробега,Хмельницкий ( від ),"Дизель, 2.0 л.",Автомат,False
324,Volkswagen,T-Roc,2021,30950,без пробега,Полтава ( від ),"Бензин, 1.5 л.",Автомат,False
325,Infiniti,QX50,2020,50568,без пробега,Киев ( від ),"Бензин, 2.0 л.",Вариатор,False
326,Volvo,XC90,2020,60816,без пробега,Днепр (Днепропетровск) ( від ),"Гибрид, 2.0 л.",Автомат,False
327,Renault,Sandero,2020,15995,без пробега,Киев ( від ),"Бензин, 0.9 л.",Роботизированная,False
328,Mitsubishi,Pajero Sport,2020,43801,без пробега,Полтава ( від ),"Дизель, 2.4 л.",Автомат,False
329,Citroen,C5 Aircross,2021,31643,без пробега,Харьков ( від ),"Дизель, 2.0 л.",Автомат,False
330,Suzuki,Jimny,2020,26533,без пробега,Ивано-Франковск ( від ),"Бензин, 1.5 л.",Автомат,False
331,Porsche,Macan,2021,110100,без пробега,Днепр (Днепропетровск) ( від ),"Бензин, 2.9 л.",Автомат,False
332,Mercedes-Benz,GLC 220,2021,67180,без пробега,Киев ( від ),"Дизель, 2.0 л.",Автомат,False
333,Opel,Combo Cargo,2021,20572,без пробега,Полтава ( від ),"Дизель, 1.6 л.",Механическая,False
334,Fiat,Doblo пасс.,2020,17506,без пробега,Полтава ( від ),"Бензин, 1.4 л.",Механическая,False
335,Nissan,X-Trail,2021,27382,без пробега,Хмельницкий ( від ),"Дизель, 1.6 л.",Механическая,False
336,Mitsubishi,Outlander,2021,28069,без пробега,Киев ( від ),"Бензин, 2.0 л.",Вариатор,False
337,Subaru,Outback,2021,46721,без пробега,Киев ( від ),"Бензин, 2.5 л.",Вариатор,False
338,Ford,Transit груз.,2020,43830,без пробега,Николаев ( від ),"Дизель, 2.0 л.",Механическая,False
339,Nissan,Qashqai,2021,25044,без пробега,Белая Церковь ( від ),"Бензин, 2.0 л.",Вариатор,False
340,Ford,EcoSport,2020,23130,без пробега,Киев ( від ),"Бензин, 1.0 л.",Автомат,False
341,Skoda,Octavia Tour,2006,6950,192 тис. км,Івано-Франківськ ( від ),"Дизель, 1.9 л.",Ручна / Механіка,False
342,Land Rover,Range Rover,2021,221083,без пробега,Киев ( від ),"Бензин, 5.0 л.",Автомат,False
343,Land Rover,Range Rover,2021,239009,без пробега,Киев ( від ),"Бензин, 5.0 л.",Автомат,False
344,Land Rover,Range Rover,2021,198377,без пробега,Киев ( від ),"Бензин, 5.0 л.",Автомат,False
345,Land Rover,Range Rover,2021,181648,без пробега,Киев ( від ),"Бензин, 3.0 л.",Автомат,False
346,Opel,Zafira,2007,6500,167 тис. км,Ковель ( від ),"Бензин, 1.6 л.",Ручна / Механіка,False
347,Volkswagen,Touareg,2014,33250,152 тис. км,Київ ( від ),"Дизель, 2.97 л.",Автомат,False
348,Chevrolet,Cruze,2011,8799,121 тис. км,Дрогобич ( від ),"Дизель, 2 л.",Автомат,False
349,Infiniti,QX60,2020,50196,без пробега,Киев ( від ),"Бензин, 3.5 л.",Вариатор,False
350,Mitsubishi,Outlander,2018,17800,63 тис. км,Черкаси ( від ),"Бензин, 2.4 л.",Варіатор,True
351,Volkswagen,Jetta,2011,9600,160 тис. км,Одеса ( від ),"Дизель, 2 л.",Автомат,True
352,Mercedes-Benz,GLS 400,2020,113000,18 тис. км,Київ ( від ),"Дизель, 2.9 л.",Автомат,False
353,Volkswagen,T5 (Transporter) пасс.,2007,8900,407 тис. км,Львів ( від ),"Дизель, 2.5 л.",Ручна / Механіка,False
354,BMW,520,2003,7450,198 тис. км,Луцьк ( від ),"Бензин, 2.2 л.",Автомат,False
355,Porsche,Cayenne,2004,11400,101 тис. км,Дніпро (Дніпропетровськ) ( від ),Бензин,Типтронік,False
356,BMW,750,2011,18500,148 тис. км,Полтава ( від ),"Бензин, 4.4 л.",Автомат,False
